"Id","SalePrice"
1461,123020.981911394
1462,156112.057098947
1463,165741.554439044
1464,200098.43409025
1465,191175.611641903
1466,170983.575752295
1467,197293.54307672
1468,162795.769989075
1469,198417.483976209
1470,120727.423248324
1471,200898.409561677
1472,109183.135697645
1473,101208.384457144
1474,158371.803196671
1475,127103.806114307
1476,350226.241917662
1477,240472.871560179
1478,299919.639030657
1479,286150.456152071
1480,468976.011377773
1481,307406.160586944
1482,206420.623802235
1483,175347.377032552
1484,169783.025579122
1485,193947.674691087
1486,202384.774001957
1487,316185.510313216
1488,244766.636919949
1489,187906.059777585
1490,226689.51774449
1491,194928.112148003
1492,93073.6785189704
1493,187197.374652323
1494,291413.623769539
1495,286828.887037214
1496,217413.086057075
1497,174517.829222622
1498,159896.257650252
1499,168852.816834905
1500,158211.549720681
1501,169765.242733403
1502,154285.360277131
1503,280471.261509093
1504,255436.52270201
1505,233065.037774618
1506,197928.750748388
1507,249104.535942992
1508,182546.129492819
1509,159295.274103327
1510,138084.467486452
1511,142625.122744226
1512,184282.401686404
1513,142710.692028543
1514,144092.991206242
1515,188250.416322062
1516,151421.67411308
1517,169335.204680742
1518,140348.137778873
1519,216535.546255747
1520,125166.620789181
1521,122098.285173034
1522,187951.085368059
1523,104450.062465215
1524,126431.484306479
1525,113567.594722632
1526,96718.5128358526
1527,103161.262742708
1528,154643.419368828
1529,136478.047136211
1530,207816.519981205
1531,105807.748910405
1532,109195.204824768
1533,158286.918156277
1534,133008.360274273
1535,151118.76972692
1536,106864.630004522
1537,58840.370523129
1538,134232.267842773
1539,191666.364416003
1540,92589.5985417827
1541,129920.901208366
1542,136512.033996478
1543,163587.766296224
1544,93281.170271982
1545,114889.874478879
1546,140342.314311035
1547,132940.806904041
1548,135352.327265842
1549,120358.58723878
1550,125547.092356092
1551,121356.813111224
1552,130976.680542444
1553,144729.912815034
1554,125821.508604263
1555,153303.803396189
1556,178591
1557,87583.155209459
1558,101301.956760094
1559,71145.5313558624
1560,140414.076564551
1561,121155.343730296
1562,136431.103056395
1563,122488.422444245
1564,154806.977107184
1565,151499.400482759
1566,237575.363667687
1567,80842.2625513553
1568,218223.476360325
1569,113631.927902025
1570,151898.650780441
1571,126068.414503061
1572,140112.829823141
1573,238127.111895124
1574,122349.326787686
1575,229053.350526321
1576,255631.881032576
1577,184089.279123336
1578,134313.701928363
1579,136090.166463488
1580,197789.446983745
1581,158545.974551961
1582,133887.923077646
1583,304606.682831334
1584,229742.330570327
1585,145694.822600657
1586,72953.896756464
1587,102198.766088088
1588,143444.992700331
1589,101007.371448891
1590,145115.185202777
1591,96001.7434882303
1592,115936.023399919
1593,139258.237985693
1594,137305.129267403
1595,108651.404851111
1596,213468.989914015
1597,174153.366232399
1598,199024.081282691
1599,183519.905020738
1600,175644.394595546
1601,71388.2625167454
1602,115812.01398154
1603,77058.6599311407
1604,238265.886884402
1605,261829.892310478
1606,181633.321666713
1607,183349.929620456
1608,229735.118170856
1609,185156.996147906
1610,145029.058194256
1611,146389.336829204
1612,165250.389775087
1613,169818.196106685
1614,133727.489632059
1615,102536.688373278
1616,84874.4586044501
1617,97604.4210287627
1618,127670.17532604
1619,154170.279641864
1620,161528.558690232
1621,134728.126973901
1622,135075.076270776
1623,262121.27688295
1624,206842.851764387
1625,114695.697103938
1626,174133.944487388
1627,185768.790864477
1628,278845.913751729
1629,177485.712160565
1630,306881.176424541
1631,203683.307049451
1632,221273.733112099
1633,174868.055101557
1634,184253.564473928
1635,179084.46790858
1636,164396.521427153
1637,201732.776926096
1638,188738.834758044
1639,188124.096488861
1640,266756.764916096
1641,177029.87120651
1642,242307.00643589
1643,230343.24788389
1644,239718.083076797
1645,236406.407546607
1646,171669.311918046
1647,168610.559073471
1648,128628.927490654
1649,144625.230939337
1650,114265.847134917
1651,128510.301654569
1652,114026.301557527
1653,116772.899964583
1654,150483.7996667
1655,144188.56160753
1656,144553.006597367
1657,151367.869633538
1658,148016.618279342
1659,131622.51291216
1660,148295.755609816
1661,444291.239647833
1662,380900.378567995
1663,352312.016038137
1664,499313.158175407
1665,305171.931127242
1666,297709.796068155
1667,352931.826204114
1668,326347.236582805
1669,297535.86264124
1670,331438.995267345
1671,251431.170897878
1672,424913.34468694
1673,286164.306429407
1674,245070.415571014
1675,180529.935506219
1676,181764.20606598
1677,205818.908464956
1678,398690.633908663
1679,347150.988406549
1680,302150.070856859
1681,238711.466430737
1682,286493.369902187
1683,186964.061004662
1684,192042.862569855
1685,174841.232890599
1686,178098.591219653
1687,175693.756782834
1688,197489.979578348
1689,201721.081661944
1690,204623.011676313
1691,196886.709941868
1692,266856.361838206
1693,171917.482518767
1694,181890.227921616
1695,169928.489690262
1696,285930.891311194
1697,178167.574558232
1698,356353.237385878
1699,314331.838912151
1700,237665.374914012
1701,266887.681981809
1702,247546.969990298
1703,254574.022110895
1704,272969.758191269
1705,230720.91866775
1706,379678.984709476
1707,204413.117124121
1708,206059.2132216
1709,280015.680099604
1710,226430.400109228
1711,274937.377214556
1712,265343.864518713
1713,283949.912964778
1714,225873.523705469
1715,206235.659381998
1716,188234.534444017
1717,192946.212653004
1718,138816.250765609
1719,200744.375675624
1720,237617.870013203
1721,180343.204608215
1722,130473.984778775
1723,160951.229587075
1724,210698.430879087
1725,232781.456878711
1726,190412.749794327
1727,150200.730496139
1728,190384.711459333
1729,158817.826108282
1730,184982.493603842
1731,128334.016962122
1732,132510.268303231
1733,110970.673848285
1734,114552.217317633
1735,145828.398732046
1736,117180.188882687
1737,324537.4756399
1738,246863.299500293
1739,282141.493896754
1740,202434.209336399
1741,181661.523903365
1742,167569.867237325
1743,181989.596164176
1744,313435.168635233
1745,201549.509956883
1746,189467.028766109
1747,219402.399969895
1748,235122.975099414
1749,151401.587419985
1750,126710.110105474
1751,275351.719872671
1752,115187.386033225
1753,148697.626573919
1754,195381.596818781
1755,153299.612013442
1756,134186.247142814
1757,122609.768301893
1758,143773.439368498
1759,162168.339703592
1760,171974.531275708
1761,143131.249493263
1762,168005.327801916
1763,187763.106815865
1764,115944.274778409
1765,168573.416526865
1766,197719.305900698
1767,250082.079115855
1768,142956.145701656
1769,180618.514516793
1770,157332.506679862
1771,105746.992433143
1772,133815.04098757
1773,122180.119939659
1774,149393.457096908
1775,146381.456813235
1776,126725.374920499
1777,116186.364373853
1778,139881.782732631
1779,113655.888568222
1780,186164.245969176
1781,125600.725737688
1782,87823.288564669
1783,141023.23894998
1784,100174.87727111
1785,132255.016123257
1786,139056.790888552
1787,165378.350614549
1788,67430.1015863801
1789,102624.242371467
1790,71413.8591740137
1791,207515.557918702
1792,166505.836043553
1793,138461.040570527
1794,170705.066438279
1795,130244.286959594
1796,126526.371149614
1797,113718.888570551
1798,118735.757331278
1799,116991.747308042
1800,115388.308292956
1801,117631.961947023
1802,137605.353061137
1803,150924.291621309
1804,143178.991914142
1805,144965.432943909
1806,138986.94722929
1807,140870.292228504
1808,120328.880974729
1809,110728.919434015
1810,143268.937237708
1811,92258.3727056276
1812,90009.7127123387
1813,122488.159906631
1814,95669.1706428313
1815,63381.248440773
1816,103391.954457563
1817,98907.0339676188
1818,148096.286379987
1819,138578.885419026
1820,79346.2765059114
1821,120249.163024282
1822,150234.399371725
1823,54344.8219873143
1824,126760.969675251
1825,133375.84284684
1826,97641.2012015077
1827,92808.4960873102
1828,128502.914301562
1829,140417.329989102
1830,139846.19658647
1831,151440.647278206
1832,80625.02292011
1833,141783.864536064
1834,124571.525199648
1835,107129.194315187
1836,125341.504510744
1837,83699.7005229531
1838,124576.520236593
1839,113663.033243467
1840,132489.739348309
1841,135116.788499305
1842,89916.757733058
1843,117311.476128042
1844,131630.153870333
1845,138268.556847637
1846,153719.183631689
1847,152434.736387356
1848,58262.737304753
1849,115536.520777175
1850,117999.21160245
1851,157864.703790612
1852,137043.30170388
1853,123864.347910544
1854,174725.060094738
1855,145420.975897227
1856,234928.207233244
1857,139144.545900768
1858,146856.905675833
1859,125814.189650171
1860,156901.895886839
1861,125235.73769578
1862,351182.632090659
1863,347913.507036453
1864,347944.252235628
1865,327497.472417871
1866,326454.219404837
1867,239589.77304245
1868,283443.620320375
1869,209834.6572817
1870,229811.569784996
1871,247582.858984659
1872,172907.930084189
1873,223875.095900852
1874,156976.150255633
1875,197702.060510093
1876,197299.358910747
1877,208719.306128451
1878,211852.508448633
1879,117767.720158277
1880,144606.440144199
1881,238700.114779366
1882,250691.937322627
1883,186301.631155989
1884,201476.602489931
1885,236112.091070442
1886,269441.811504133
1887,221668.023726104
1888,284281.725325408
1889,170638.828310431
1890,115591.071837493
1891,137778.758040473
1892,98421.6544835208
1893,118713.260799961
1894,128699.008708406
1895,130920.636582608
