"Id","SalePrice"
1461,122788.605094206
1462,154434.205780957
1463,168891.01504341
1464,198895.765338182
1465,182338.816947845
1466,172467.228613546
1467,195710.255373044
1468,165201.91558288
1469,196415.815472837
1470,118041.272995797
1471,186067.071043259
1472,110005.537250714
1473,102945.954234205
1474,155481.810104591
1475,128627.377505836
1476,357398.98363401
1477,238523.707813614
1478,298474.217546646
1479,285175.647439561
1480,473151.0724535
1481,302098.050441971
1482,197411.702127648
1483,175908.542206953
1484,163806.167805277
1485,197189.231813559
1486,203100.727350434
1487,321381.243347935
1488,241835.799460772
1489,188675.096813955
1490,237623.177587615
1491,196335.116225774
1492,95058.2419982082
1493,188686.537312063
1494,301241.385517274
1495,286605.217838675
1496,222434.419978697
1497,172727.22172488
1498,157864.303408019
1499,157440.977643269
1500,158298.522733808
1501,166806.348859057
1502,152464.208878174
1503,284722.975701721
1504,251883.431563846
1505,231932.059214747
1506,193106.789425166
1507,249877.428735236
1508,177700.445435492
1509,157322.95742831
1510,138594.472194542
1511,144212.248662152
1512,182052.44345039
1513,148300.415015944
1514,144515.757458429
1515,194245.246270342
1516,153031.129097468
1517,174396.008113574
1518,139794.128845487
1519,218168.130054682
1520,124742.927441857
1521,125462.754220781
1522,189365.815809385
1523,105844.00045566
1524,125761.84217835
1525,115744.377123345
1526,103868.511342901
1527,101391.733145117
1528,151689.719970766
1529,139285.453861375
1530,199779.151671394
1531,103510.059414309
1532,106104.471199108
1533,168933.469375861
1534,129421.085646105
1535,151410.335148013
1536,108841.347744999
1537,59134.8197215124
1538,135054.497496149
1539,193890.008521375
1540,94372.8786790688
1541,135934.57371616
1542,140195.014412036
1543,165256.97500946
1544,91445.272694899
1545,109990.17804959
1546,141854.822717665
1547,132482.841623318
1548,132825.097828821
1549,118765.223611543
1550,126013.826162404
1551,123809.281302781
1552,130609.92659416
1553,139525.697758575
1554,128141.762654362
1555,159409.697170036
1556,178936
1557,91506.3571570318
1558,105898.370673034
1559,69864.844441747
1560,145748.947438498
1561,117939.688844989
1562,137999.339274524
1563,122265.399393007
1564,158214.028920797
1565,148292.477831234
1566,234117.665716992
1567,80796.382818885
1568,216497.225120236
1569,118183.407323783
1570,154279.07218567
1571,125156.474113531
1572,139353.277729505
1573,239864.327622586
1574,116550.566728557
1575,231067.45628698
1576,257278.099755926
1577,180976.970477999
1578,133336.351081272
1579,142645.274880636
1580,195104.366190783
1581,166206.728099443
1582,130200.161470061
1583,307637.779739562
1584,229227.60636811
1585,142748.591006698
1586,68040.1333058947
1587,108711.532119347
1588,144266.014580798
1589,99775.1526991555
1590,145709.06097178
1591,97299.3048422014
1592,117463.943073412
1593,137895.353977887
1594,129780.492907688
1595,103331.651019051
1596,198580.653468885
1597,167301.474980592
1598,203025.644662928
1599,178780.994492676
1600,168552.349274543
1601,69132.0800505192
1602,115388.646428767
1603,75694.1439566737
1604,242204.81326638
1605,257973.736127935
1606,182985.942779698
1607,181625.96070781
1608,222037.255076351
1609,185663.310112353
1610,150180.594748667
1611,144609.614324122
1612,171772.141896526
1613,170651.767249191
1614,135322.808691161
1615,103128.601340003
1616,85248.5684999442
1617,97835.6661030501
1618,126085.971191762
1619,156896.091128338
1620,156706.389753277
1621,138921.882418103
1622,134132.983862318
1623,264377.379262189
1624,208973.558044391
1625,119776.388986132
1626,172905.156298635
1627,186794.751740562
1628,277168.894119876
1629,183700.915626147
1630,320455.550004543
1631,209961.175521631
1632,215898.589496319
1633,178901.091987397
1634,183891.322866074
1635,179287.301232736
1636,165422.566155012
1637,190800.016679228
1638,191316.298450377
1639,186987.766602491
1640,266852.342298742
1641,178096.146847374
1642,242047.354419354
1643,231178.565290133
1644,226990.235749645
1645,232981.616650003
1646,167964.930498085
1647,164467.311185759
1648,128394.031795299
1649,143432.746900509
1650,112082.733679242
1651,125552.169749342
1652,112012.213684532
1653,116736.584535974
1654,146196.499315868
1655,146936.318009896
1656,143777.621718733
1657,147097.483335652
1658,143918.917088264
1659,126602.717278692
1660,148655.565360341
1661,453703.918225754
1662,384350.869688
1663,358879.867332745
1664,516601.940229668
1665,308300.807843505
1666,307971.44864495
1667,361260.683139963
1668,331408.815763154
1669,302966.911925618
1670,337750.415941562
1671,249363.628825737
1672,438566.012428913
1673,282206.748897308
1674,241852.052473672
1675,176191.327851137
1676,181506.748084669
1677,200971.260498105
1678,414496.930965586
1679,358229.245335437
1680,299220.114474359
1681,238493.192625493
1682,293857.948204194
1683,183083.289380031
1684,193749.006478842
1685,177003.439528466
1686,171236.632344387
1687,182263.477158954
1688,198784.991730102
1689,202753.290682197
1690,205132.737981237
1691,196267.15731283
1692,270304.442090861
1693,176312.153446427
1694,183214.005509642
1695,176867.408694827
1696,279537.040441655
1697,182642.574402189
1698,352372.688389461
1699,336867.995797031
1700,236693.663949713
1701,263075.697213806
1702,244900.80014382
1703,251889.195384141
1704,273121.806124724
1705,234343.406373382
1706,399601.333665621
1707,211421.692195664
1708,206455.328060081
1709,276264.919454059
1710,222167.286031296
1711,280566.003891155
1712,263909.102879276
1713,286737.248284649
1714,217163.557931223
1715,204848.864702061
1716,188695.829114171
1717,187828.39651591
1718,140850.978019754
1719,201954.575260492
1720,248860.917829456
1721,180512.711964786
1722,132863.809495568
1723,162178.927138916
1724,210073.148417171
1725,229925.401766934
1726,193104.686015517
1727,148152.096343927
1728,191376.258529078
1729,162346.643114928
1730,175714.518530627
1731,130009.381354788
1732,131647.619605312
1733,111559.484956359
1734,116035.74898374
1735,143207.918520517
1736,117274.969031506
1737,317746.83107469
1738,235312.42409127
1739,276040.905410841
1740,199040.940461085
1741,180390.243615135
1742,164778.78989595
1743,179077.343095078
1744,295203.89344862
1745,198813.851063862
1746,196473.816067462
1747,215386.959066713
1748,233561.200728827
1749,150492.081503115
1750,125416.339560178
1751,276696.715175471
1752,115110.652197998
1753,147711.578605797
1754,190310.138592283
1755,161679.480379409
1756,131956.219542177
1757,121702.348541241
1758,143401.853729577
1759,160894.790804662
1760,164010.664463977
1761,142942.96273876
1762,163457.664650594
1763,189691.483489745
1764,109734.597103508
1765,170436.898740187
1766,200259.57002321
1767,245396.493465828
1768,140692.822098047
1769,176274.506802353
1770,153913.063582745
1771,102850.242477699
